lig_name,SMILE
MZ7,CCCCCN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@@H](NC(=O)[C@H](C(C)C)NC(=O)C)Cc1ccccc1)O
MZ8,CC(CN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@@H](NC(=O)c1cccc(c1)O)Cc1ccccc1)O)C
MZ9,CC[C@@H](CN(S(=O)(=O)c1ccc(cc1)OC)C[C@H]([C@H](Cc1ccccc1)NC(=O)CCC(=O)CC)O)C
ROC,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2
K60,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@@H](NC(=O)[C@@H]1CN(C(=O)O1)c1cccc(c1)C(F)(F)F)Cc1ccccc1)O)C
K62,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@@H](NC(=O)[C@@H]1CN(C(=O)O1)c1cccc(c1)C(=O)C)Cc1ccccc1)O)C
D78,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@H]1OC(=O)N(C1)c1cccc(c1)C(F)(F)F)O)CC(C)C
DJR,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)CC(C)C
K53,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@H]1OC(=O)N(C1)c1ccccc1O)O)C
K54,CC(CN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@H](Cc1ccccc1)NC(=O)[C@H]1OC(=O)N(C1)c1ccccc1C(F)(F)F)O)C
A61,CCC(CN(S(=O)(=O)c1ccc2c(c1)scn2)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)CC
IN7,OC(=O)CNS(=O)(=O)c1ccc(cc1)N1CCC(CC1)c1ccccc1
DPS,OC(=O)[C@H](NS(=O)(=O)c1ccc(cc1)N1CC[C@H](CC1)c1ccccc1)Cc1c[nH]c2c1cccc2
L04,Fc1ccc(cc1)c1ccc(cc1)CC[C@@H](C(=O)N[C@H](C(=O)Nc1ccccc1)CC(C)C)C[C@@H](C(=O)O)CCCCN1Cc2c(C1=O)cccc2
IN9,CNC(=O)[C@H](Cc1c(F)c(F)c(c(c1F)F)F)NC(=O)Nc1nnc(s1)S
FA4,[NH3+]CCCC[C@H](C(=O)NO)NC(=O)CCCCCCCCCc1ccccc1C[NH+]=C(N)N
IN8,O=C(C[C@H](c1ccccc1)NC(=O)OCc1ccccc1)Nc1nnc(s1)S
IM1,O=C(OC(C)(C)C)N[C@H]([C@H](C[C@H](C(=O)N[C@H](c1ncc[nH]1)C(C)C)Cc1ccccc1)O)Cc1ccccc1
NM1,CNC(=O)c1cccc(c1)CN1[C@H](COc2ccccc2)[C@H](O)[C@H]([C@H](N(S1(=O)=O)Cc1ccccc1)COc1ccccc1)O
1IN,O[C@H](C[N@@H+]1CCN(C[C@H]1C(=O)NC(C)(C)C)C(=O)/C=C/c1cccnc1)C[C@H](C(=O)N[C@H]1[C@@H](C)CC[C@H]1O)Cc1ccccc1
3IN,O[C@H](C[N@@H+]1CCN(C[C@H]1C(=O)NC(C)(C)C)C(=O)c1cnc(c(n1)Cl)N1CC[N@H+](CC1)C)C[C@H](C(=O)N[C@H]1[C@@H](C)CC[C@H]1O)Cc1ccccc1
LJG,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC[NH2+]CCN(S(=O)(=O)c1ccc(cc1)N)CC(C)C)C
LJH,Nc1ccc(cc1)S(=O)(=O)N(Cc1ccccc1)CC[NH2+]CCN(S(=O)(=O)c1ccc(cc1)N)Cc1ccccc1
R56,O=C([C@@H]1CS[C@@H]2N1C(=O)[C@@H](CC2)NS(=O)(=O)Cc1ccccc1)NCCC[NH+]=C(N)N
6-mer,Cc1ccc(cc1)C[C@@H](C(=O)N)NC(=O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@H]2[C@@H](N1C(=O)[C@@H](C/C=C\[NH+]=C(N)N)[NH3+])CCCC2)C
44U,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](C(c1ccccc1)c1ccccc1)[NH3+]
MKY,CCOC(=O)Cn1c(sc2c1ccc(c2)O)[NH+]=C(N)N
15U,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@@H](NS(=O)(=O)c1cccc2c1NC[C@H](C2)C)CCC[NH+]=C(N)N
GP6,O=C(Nc1ccc(cc1)Cl)Nc1ccc(cc1)C(=[NH2+])N
GP8,O=C(Nc1ccc(cc1)C(=[NH2+])N)Nc1ccc(cc1)Oc1ccccc1
BAI,NC(=[NH2+])c1ccc2c(c1)[nH]c(n2)Cc1nc2c([nH]1)cccc2
BAM,NC(=[NH2+])c1ccccc1
ESI,Ic1cccc2c1cc(s2)C(=[NH2+])N
ESX,NC(=[NH2+])c1cc2c(s1)cccc2
ESP,NC(=[NH2+])c1cc2c(s1)nccc2
BPO,O=C([C@@H](c1ccccc1)NC(=O)c1cccc(c1)C(=[NH2+])N)N1CC[C@H](CC1)C(=O)c1ccccc1
PR1,O=C1N(CC[C@@H]1NS(=O)(=O)c1cc2c(s1)cccn2)Cc1cc(ccc1O)C(=[NH2+])N
RPR,[NH3+]Cc1cccc(c1)c1ccc(cc1)C(=O)N[C@@H]([C@H](C(=O)OC)Cc1cccc(c1)C(=[NH2+])N)C
R11,Cn1c(CNc2ccc(cc2)C(=[NH2+])N)nc2c1ccc(c2)Cn1c(C)nc2c1cccc2
108,OC(=O)[C@@H](/N=C/c1cc(ccc1O)C(=[NH2+])N)C
109,OC(=O)[C@@H](/N=C/c1ccc(cc1O)C(=[NH2+])N)C
120,O=c1[nH]cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
BMZ,Oc1ccccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
122,Oc1ccccc1c1nc2c([nH]1)cc(cc2)C(=[NH2+])N
132,Oc1c(cccc1c1ccccc1)c1[nH]c2c(c1)cc(c(c2)Cl)C(=[NH2+])N
FD1,OC(=O)[C@H]1CCCCN1C(=O)[C@@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1cccc(c1)C(=[NH2+])N
FD2,COC(=O)[C@@H]1CCN(CC1)C(=O)[C@@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1cccc(c1)C(=[NH2+])N
FD3,O=C([C@@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1cccc(c1)C(=[NH2+])N)N1CC[NH2+]CC1
FD4,O=C([C@@H](NS(=O)(=O)c1ccc2c(c1)cccc2)Cc1cccc(c1)C(=[NH2+])N)N1CCN(CC1)C(=O)C
CCR,COc1cc(C)c(c(c1C)C)S(=O)(=O)N[C@H](C(=O)N[C@@H](C(=O)N1CCCCC1)Cc1ccc(cc1)C(=[NH2+])N)CC(=O)O
IGN,OC(=O)C[NH2+][C@@H](C(=O)N1CCCC[C@H]1C(=O)NCCC[NH+]=C(N)N)CC1CCCCC1
CR3,Oc1c(cccc1c1cc2c([nH]1)ccc(c2)C(=[NH2+])N)OC1CCCC1
656,CC(COc1cccc(c1O)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)C
762,Oc1c(cccc1c1ccccc1)c1[nH]c2c(n1)cc(c(c2)Cl)C(=[NH2+])N
950,CC(COc1cccc(c1O)c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2+])N)C
991,Oc1c(cccc1c1[nH]c2c(c1)cc(c(c2)Cl)C(=[NH2+])N)OC1CCCC1
CR9,C[C@H]1CCCC[C@@H]1Oc1cccc(c1O)c1[nH]c2c(n1)cc(c(c2)F)C(=[NH2+])N
847,OC(=O)C[C@H](c1cc(Br)c(c(c1)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)O)C(=O)O
312,COc1ccccc1c1cc(cc(c1O)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)[C@H](C(=O)O)CC(=O)O
693,OC(=O)C[C@H](c1cc(c2nc3c([nH]2)ccc(c3)C(=[NH2+])N)c(c(c1)c1ccccc1F)O)C(=O)O
801,Oc1cccnc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N
802,Fc1ccc(c(c1)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)O
607,OC(=O)C[C@H](c1cc(c2nc3c([nH]2)ccc(c3)C(=[NH2+])N)c(c(c1)c1ccccc1N(=O)=O)O)C(=O)O
653,[NH3+]CCc1cc(c2nc3c([nH]2)ccc(c3)C(=[NH2+])N)c(c(c1)c1ccccc1)O
780,Oc1c(cccc1c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)c1ccccc1
696,Oc1c(cccc1c1cc2c([nH]1)ccc(c2)C(=[NH2+])N)c1ccccc1
907,Cc1cc(Br)c(c(c1)c1cc2c([nH]1)ccc(c2)C(=[NH2+])N)O
334,Cc1cc(Br)c(c(c1)c1nc2c([nH]1)ccc(c2)C(=[NH2+])N)O
678,OC(=O)Cc1cc(Br)c(c(c1)c1cc2c([nH]1)ccc(c2)C(=[NH2+])N)O
T87,CCOC(=O)CO/N=C(\C1(CC1)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=[NH2+])N)/c1ccccn1
974,OC(=O)[C@@H]1CCCN(C1)c1c(F)c(Oc2cccc(c2)c2nccn2C)nc(c1F)Oc1cc(ccc1O)C(=[NH2+])N
623,Fc1c(Oc2cccc(c2)C(=[NH2+])N)nc(c(c1C)F)Oc1cccc(c1)C(=[NH2+])N
806,CC(=N)N1CCC(CC1)Oc1ccc2c(c1)n(Cc1ccc3c(c1)cc(cc3)C(=[NH2+])N)c1c2cccc1
688,OC(=O)c1cc(Oc2cccc(c2)c2ncc[nH]2)nc(c1)Oc1cc(ccc1O)C(=[NH2+])N
711,CC(=N)N1CCC(CC1)Oc1ccc2c(c1)n(Cc1ccc3c(c1)cc(cc3)C(=[NH2+])N)c(n2)C
ZEN,Clc1ccc2c(c1)ccc(c2)S(=O)(=O)N1CCN(CC1)C(=O)C1CCN(CC1)c1ccncc1
4CM,NC(=[NH2+])c1ccc(cc1)P(O)(O)C
ABN,[NH3+]Cc1ccccc1
PEA,[NH3+]CCc1ccccc1
BEN,NC(=[NH2+])c1ccccc1
BBA,O=C1/C(=C\c2ccc(cc2)C(=[NH2+])N)/CCCC/C/1=C/c1ccc(cc1)C(=[NH2+])N
ANH,COC(=O)[C@H](Cc1cccc(c1)C(=[NH2+])N)NC(=O)CNS(=O)(=O)c1ccc(cc1)C
BAB,NC(=[NH2+])c1ccc2c(c1)[nH]c(n2)Cc1nc2c([nH]1)cc(cc2)C(=[NH2+])N
UIR,O=C1N(Cc2ccc3c(c2)OCO3)[C@@H]([C@@H]2[C@H]1[C@H](c1ccc(cc1)C(=[NH2+])N)[N@@H+]1[C@H]2CCC1)C1CC1
UIB,CC[C@H]1N(Cc2ccc3c(c2)OCO3)C(=O)[C@H]2[C@@H]1C(C)(C)[N@@H+]([C@H]2c1ccc(cc1)C(=[NH2+])N)C
UIZ,O=C1N(C[C@@H]2[C@H]1[C@H](c1ccc(cc1)C(=[NH2+])N)[N@@H+]1[C@H]2CCC1)Cc1ccc2c(c1)OCO2
270,Nc1nc2c([nH]1)cccc2
50U,O=C([C@@H]1CCCN1C(=O)CCC1CCCCC1)NCc1ccc(cc1)C(=[NH2+])N
45U,O=C([C@@H]1CCCN1C(=O)COC1CCCC1)NCc1ccc(cc1)C(=[NH2+])N
46U,O=C([C@@H]1CCCN1C(=O)COC1CCCCC1)NCc1ccc(cc1)C(=[NH2+])N
49U,O=C([C@@H]1CCCN1C(=O)CCC1CCCC1)NCc1ccc(cc1)C(=[NH2+])N
12U,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCCC1)NCc1ccc(cc1)C(=[NH2+])N
10U,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCC1)NCc1ccc(cc1)C(=[NH2+])N
13U,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCCCC1)NCc1ccc(cc1)C(=[NH2+])N
GUS,OC(=O)[C@@H](/N=C/c1cc(ccc1O)NC(=[NH2+])N)C
GZC,NC(=[NH2+])Nc1ccc(c(c1)/C=N/C/C=N/Cc1cc(ccc1O)[NH+]=C(N)N)O
BRN,NC(=[NH2+])c1ccc(cc1)N/N=N\c1ccc(cc1)C(=[NH2+])N
PNT,NC(=[NH2+])c1ccc(cc1)OCCCCCOc1ccc(cc1)C(=[NH2+])N
PBZ,Nc1ccc(cc1)C(=[NH2+])N
11U,O=C([C@@H]1CCCN1C(=O)C[NH2+]C1CCCCC1)NCc1ccc(cc1)C(=[NH2+])N
M35,[NH3+]Cc1cccc(c1)n1nc(cc1C(=O)Nc1ccc(cc1F)c1ccccc1S(=O)(=O)C)C(F)(F)F
JLZ,Cc1ccc(cc1F)C(=[NH2+])N
VXQ,[NH3+]Cc1ccc2c(c1)cco2
SW1,[NH3+]Cc1csc(n1)c1cccs1
K9S,[NH3+]Cc1csc2c1cccc2
SW2,[NH3+]Cc1cccc(c1)n1cccc1
913,[NH3+]Cc1cccc(c1)n1cccn1
513,[NH3+]Cc1csc2c1cc(Br)cc2
91B,[NH3+]Cc1cccc(c1)N1CC[NH+](CC1)C
7Z3,[NH3+]Cc1cccc(c1)N1CCCC1
2AP,Nc1ccccn1
MRZ,NC(=[N+]1CCCCC1)N
FLF,OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F
PBR,Brc1c(O)c(Br)c(c(c1Br)Br)Br
FBC,OC(=O)c1ccc(cc1)c1cc(F)cc(c1)F
26C,Fc1cccc(c1c1ccc(cc1)C(=O)O)F
PCQ,Clc1cc(cc(c1O)Cl)c1cc(Cl)c(c(c1)Cl)O
2AN,OS(c1cccc2c1c(ccc2)Nc1ccccc1)(O)O
5NS,Nc1cccc2c1cccc2S(O)(O)O
GEN,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O
B72,OC(=O)COc1cc(C)c(c(c1)C)Cc1ccc(c(c1)C(C)C)O
G24,OC(=O)COc1cc(C)c(c(c1)C)Cc1ccc(c(c1)Cc1ccccc1)O
3M1,Fc1ccccc1C(=O)c1cc(O)c(c(c1)N(=O)=O)O
3M2,CN1/C(=C\c2cc(Br)c(c(c2)Br)O)/C(=O)NC1=[NH2+]
3M3,Fc1ccccc1OCCCc1c(C)n[nH]c1C
TCW,Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)N(=O)=O)O
AGI,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O
57D,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1
KMP,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O
NAR,Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O
LU2,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O
L6Y,O=C(c1ccc2c3c1cccc3c(=O)n(c2=O)O)c1ccccc1
4TX,Cc1ccc(c(c1)OCCCC(C(=O)O)(C)C)C
7LU,Clc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O
6B5,COc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O
6J3,OC(=O)c1cccnc1Nc1cccc(c1C)Cl
6JD,Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O
SBK,OC(=O)COc1nc(Cl)c(cc1Cl)Cl
S2L,Oc1ccc(c(c1)Cl)/C=C/c1cc(O)cc(c1)O
XOS,Oc1ccc(cc1)/C=C/c1cccc(c1)C(=O)O
XLO,Oc1ccc(c(c1)Cl)/C=C/c1cccc(c1)C(=O)O
AL5,Cc1ccc(cc1)CNS(=O)(=O)c1ccc(s1)S(=O)(=O)N
AL6,COc1cccc(c1)N1C=Cc2c(S1(=O)=O)sc(c2)S(=O)(=O)N
AL9,COc1ccc(cc1)CNS(=O)(=O)c1ccc(s1)S(=O)(=O)N
AL1,COc1cccc(c1)N1CCc2c(S1(=O)=O)sc(c2)S(=O)(=O)N
AL4,COCCN1C[C@H]([NH2+]CC)c2c(S1(=O)=O)sc(c2)S(=O)(=O)N
AL2,COc1ccc(cc1)N1C[C@H](O)c2c(S1(=O)=O)sc(c2)S(=O)(=O)N
AL3,O[C@H]1CN(Cc2cccs2)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
AL7,C[NH2+][C@@H]1CN(c2cccc(c2)OC)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N
TPD,O=S(=O)(c1ccc(s1)S(=O)(=O)N)NCc1cccs1
FSB,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1F
F2B,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1cccc(c1F)F
F6B,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)cccc1F
BSB,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1
FFB,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)c(F)c(c(c1F)F)F
IOA,Fc1ccc(c(c1)CNC(=O)c1ccc(cc1)S(=O)(=O)N)F
IOE,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1c(F)cc(cc1F)F
SBR,C[C@@H](Cn1ccc2c1cccc2)CNC(=O)c1ccc(cc1)S(=O)(=O)N
SBS,C[C@H](Cn1ccc2c1cccc2)CNC(=O)c1ccc(cc1)S(=O)(=O)N
667,O=c1oc2cc(ccc2c2c1CCCCC2)OS(=O)(=O)N
4TZ,N#Cc1ccc(cc1)N(n1cnnc1)Cc1ccc(cc1)OS(=O)(=O)N
4TR,N#Cc1ccc(cc1)N(n1cnnc1)Cc1ccc(c(c1)Br)OS(=O)(=O)N
FUN,OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N
ZEC,Oc1ccc2c(c1)sc(n2)S(=O)(=O)N
SDA,Nc1c(Cl)cc(cc1Cl)S(=O)(=O)N
DHI,OC(=O)[C@H]([NH3+])Cc1c[nH]cn1
B19,NS(=O)(=O)NC[C@]12OC[C@@H]3[C@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C
BO1,OC[C@H]1O[C@@H](Nc2ccc(cc2)S(=O)(=O)N)[C@@H]([C@H]([C@@H]1O)O)O
1SA,Nc1[nH+]nc(s1)S(=O)(=O)N
1CN,Fc1cc(cc(c1N)Cl)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N
HSW,ONS(=O)(=O)N
I7A,Clc1cc(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N
I7B,Nc1cc(Cl)c(cc1S(=O)(=O)N)S(=O)(=O)N
I7C,Nc1cc(c(cc1S(=O)(=O)N)S(=O)(=O)N)C(F)(F)F
OSP,O=S1(=O)CCCCN1c1ccc(cc1)S(=O)(=O)N
LSA,O=C1NS(=O)(=O)c2c1cccc2
FBV,Fc1ccccc1S(=O)(=O)N
FB1,Clc1ccccc1S(=O)(=O)N
FB2,NS(=O)(=O)c1ccccc1
FBW,Fc1cccc(c1)S(=O)(=O)N
WZB,CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OS(=O)(=O)N)C
WZA,COc1cc2[C@H]3CC[C@]4([C@H]([C@@H]3CCc2cc1OS(=O)(=O)N)CC[C@@H]4O)C
TUO,[NH3+]NC(=O)c1[nH]c2c(c1c1ccccc1)cc(cc2)S(=O)(=O)N
BL0,CN(c1nnc(s1)CS(=O)(=O)N)C
BL1,C[C@H]1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2
D8W,O=S(=O)(c1ccccc1)Nc1nnc(s1)S(=O)(=O)N
D9Z,Clc1ccccc1c1nnc(s1)S(=O)(=O)N
MZM,CC(=O)Nc1sc(nn1C)S(=O)(=O)N
AZM,CC(=O)Nc1nnc(s1)S(=O)(=O)N
EZL,CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N
2C7,NS(=O)(=O)Oc1ccc2c(c1)S(=O)(=O)C(=C2)CC1CCCCCC1
3BS,S=C(Nc1ccc(cc1Cl)S(=O)(=O)N)N[C@@H]1CC(C)(C)[N@@H+](C(C1)(C)C)O
TE1,COc1cc(O)c(cc1[C@H](CC(C)C)O)CCC(=O)O
LC1,NS(=O)(=O)c1ccc2c(c1)nc([nH]2)c1cscn1
MFS,CC(=O)OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](COC(=O)C)[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)S(=O)(=O)N
1SD,OC[C@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)S(=O)(=O)N
2SD,OC[C@H]1O[C@H]([C@@H]([C@H]([C@H]1O[C@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O)S(=O)(=O)N
TOR,NS(=O)(=O)OC[C@]12OC[C@@H]3[C@H]([C@@H]2OC(O1)(C)C)OC(O3)(C)C
BOW,CCCCCCCCOS(=O)(=O)N
O59,NS(=O)(=O)OCCCCCCCCOS(=O)(=O)N
O60,NS(=O)(=O)OCCCCCCCCCCOS(=O)(=O)N
O48,CCCCCCCCCCOS(=O)(=O)N
DT7,COc1cc2CN(CCc2cc1OC)S(=O)(=O)N
NKX,CCN([C@H]1C[C@H](C)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N)C(=O)OC[C@H](ON(=O)=O)CON(=O)=O
SPM,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
BEW,SC1=CC=CCN1O
JS7,COc1ncnc(c1N(=O)=O)NCCc1ccc(cc1)S(=O)(=O)N
J45,O=N(=O)c1c(ncnc1Cl)Nc1ccc(cc1)S(=O)(=O)N
JDR,O=Cc1c(NCc2ccc(cc2)S(=O)(=O)N)nc(nc1Cl)SC
E36,O=C(c1ccc(c(c1)S(=O)(=O)N)Cl)CSc1nc2c([nH]1)cc1c(c2)OCCO1
E38,Brc1ccc2c(c1)nc([nH]2)SCC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl
ARZ,O=C([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)Nc1nnc(s1)S(=O)(=O)N
J90,O=N(=O)c1c(ncnc1O)NCc1ccc(cc1)S(=O)(=O)N
J71,COc1ncnc(c1N(=O)=O)NCc1ccc(cc1)S(=O)(=O)N
J75,O=N(=O)c1c(NCc2ccc(cc2)S(=O)(=O)N)ncnc1NCc1ccccc1
J43,O=Cc1c(Nc2ccc(cc2)S(=O)(=O)N)nc(nc1Cl)SC
SU0,COc1ccc2c(c1)oc(=O)cc2CC(=O)Nc1ccc(cc1)S(=O)(=O)N
D9H,OCCNc1nc(Nc2ccc(cc2)S(=O)(=O)N)nc(n1)Cl
DWH,COC(=O)CNc1nc(Nc2ccc(cc2)S(=O)(=O)N)nc(n1)Cl
E27,O=C(c1ccc(c(c1)S(=O)(=O)N)Cl)CSc1nc2c([nH]1)c1ccccc1nc2
S6I,O=C(Nc1ccc(cc1)S(=O)(=O)N)NC1CCCC1
P9B,O=C(Nc1c(F)c(F)c(c(c1F)F)F)Nc1ccc(cc1)S(=O)(=O)N
AYX,O=C(Nc1cccc(c1)N(=O)=O)Nc1ccc(cc1)S(=O)(=O)N
WWV,O=C(Nc1ccccc1C(C)C)Nc1ccc(cc1)S(=O)(=O)N
WWZ,O=C(Nc1ccc(cc1)F)Nc1ccc(cc1)S(=O)(=O)N
R21,O=C(Cc1ccc(c(c1)Cl)O)NCCc1ccc(cc1)S(=O)(=O)N
C1H,O=N(=O)OCCCCOC(=O)c1cccc(c1)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N
VZ5,CCc1cc2[C@H]3CC[C@]4([C@H]([C@@H]3CCc2cc1OS(=O)(=O)N)CC[C@@H]4O)C
VZ4,CCc1cc2c(cc1OS(=O)(=O)N)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C
OY0,CCC[C@@H](C(C)(C)C)C(=O)Nc1ccc(cc1)S(=O)(=O)N
OYQ,CC[C@@H](CCC(=O)Nc1ccc(cc1)S(=O)(=O)N)C
PMX,COC(=O)/C=C/C(=O)N[C@H](C(=O)O)Cc1ccc(c(c1)Cl)O
P58,CN(C(=S)S)Cc1ccccc1
IT5,N#CC1(CCN(CC1)C(=S)S)c1ccccc1
DT9,COc1cc2c(cc1OC)CCN([C@H]2C)S(=O)(=O)N
5UN,O=C(Cc1cccs1)Nc1ccc(cc1)S(=O)(=O)N
5UM,O=C(Nc1ccc(cc1F)S(=O)(=O)N)Cc1cccs1
RYJ,O=C(c1ccc(cc1)S(=O)(=O)N)NCC(F)(F)F
RYV,CCNC(=O)c1ccc(cc1)S(=O)(=O)N
RYX,O=C(c1ccc(cc1)S(=O)(=O)N)NCC(C(F)(F)F)(F)F
RYY,CCCNC(=O)c1ccc(cc1)S(=O)(=O)N
RYZ,O=C(c1ccc(cc1)S(=O)(=O)N)NCC(C(C(F)(F)F)(F)F)(F)F
RZ0,CCCCNC(=O)c1ccc(cc1)S(=O)(=O)N
RZ1,O=C(c1ccc(cc1)S(=O)(=O)N)NCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
RZ5,CCCCCNC(=O)c1ccc(cc1)S(=O)(=O)N
RZ7,O=C(c1ccc(cc1)S(=O)(=O)N)NCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
RZ8,CCCCCCNC(=O)c1ccc(cc1)S(=O)(=O)N
EVD,NS(=O)(=O)c1cc2c(o1)cccc2
EVE,NS(=O)(=O)c1nc2c([nH]1)cccc2
EVF,NS(=O)(=O)c1nc2c(s1)cccc2
EVG,NS(=O)(=O)c1ccco1
EVH,NS(=O)(=O)c1ncc[nH]1
EVI,NS(=O)(=O)c1nccs1
EVJ,NS(=O)(=O)c1cccs1
A09,ONS(=O)(=O)c1ccccc1
SG4,CC(=O)O[C@@H]1[C@@H](COS(=O)(=O)N)O[C@@H]([C@@H]([C@H]1OC(=O)C)O)O
MG5&SG5,CCC(=O)O[C@H]1[C@H](OC(=O)CC)[C@@H](COS(=O)(=O)N)OC(=O)[C@@H]1OC(=O)CC
SG6,CC(=O)O[C@H]1[C@@H](COS(=O)(=O)N)O[C@@H]([C@@H]([C@H]1O)O)O
SG7,CC(=O)O[C@@H]1[C@@H](COS(=O)(=O)N)O[C@@H]([C@H]([C@H]1OC(=O)C)O)O
D7A,COc1ccc(cc1OC)CCNC(=O)c1ccc(cc1)S(=O)(=O)N
0FZ,COc1ccc2c(c1)CC[NH2+][C@H]2c1ccc(cc1)S(=O)(=O)N
9FK,NS(=O)(=O)c1ccc(s1)c1nnn(c1)c1cccc2c1cccc2
X0Q,N#Cc1cccc(c1)n1nnc(c1)c1ccc(s1)S(=O)(=O)N
PHB,Oc1ccc(cc1)C(=O)O
V50,Cc1cc(C)nc(n1)Sc1c(F)c(F)c(c(c1F)F)S(=O)(=O)N
1GD,O=C(Cc1ccccc1)NCc1ccc(cc1)S(=O)(=O)N
1GO,O=C(Cc1cccs1)Nc1nnc(s1)S(=O)(=O)N
E1E,Cc1cc(C)nc(n1)SCC(=O)c1ccc(c(c1)Cl)S(=O)(=O)N
E1F,O=C(c1ccc(c(c1)Cl)S(=O)(=O)N)CSc1ncccn1
BZ1,COCCCN1C[C@H]([NH2+]CC)c2c(S1(=O)=O)sc(c2)S(=O)(=O)N
