lig_name,SMILE
M0Y,NC(=O)Nc1cn(nc1C(=O)N)c1cccc2c1cccc2
1YZ,CCOc1ccc2c(c1)c(ccc2)n1cc(c(n1)C(=O)N)NC(=O)N
1,CCCOc1ccc2c(c1)c(ccc2)n1cc(c(n1)C(=O)N)NC(=O)N
QWS,NC(=O)Nc1cn(nc1C(=O)N)c1cccc2c1cc(cc2)OC(C)C
TD4,ON(C(=O)COP(O)(O)O)CCCCOP(O)(O)O
MU2,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N)C)C)NC(=O)C
LTC,CCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCCCCCCCCC)CO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](C)[C@@H]([C@@H]([C@H]1NC(=O)C)O)[NH3+])O
BUA,CCCC(=O)O
U46,CCCCCC/C=C/[C@H]1[C@@H]2O[C@H]3[C@@H]2[C@H]3[C@@H]1C/C=C\CCCCO
B96,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(c2c1cccc2)OCC[NH+]1CCOCC1
5OD,Nc1nc(cnc1c1cccc(c1Cl)Cl)N1CCC(CC1)(C)[NH3+]
F1X,OC[C@H]1O[C@]([C@H]([C@@H]1O)O)(O)COP(O)(O)O
MHI,O=C(N[C@H](C(=O)O)CCC[C@H](C(=O)O)[NH3+])CC[C@H](C(=O)O)NC(=O)[C@@H]([NH3+])C
CMP,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N
PCG,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1nc(N)[nH]c2=O
TDG,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O
P7I,[NH3+]CCP(O)(O)O
LN6,CCCC/C(=[NH+]/CCC[C@@H](C(=O)O)[NH3+])/N
APR,O[C@@H]1[C@@H](COP(OP(OC[C@H]2O[C@@H]([C@@H]([C@@H]2O)O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
0RY,OC(=O)/C=C\C(=O)Nc1cccc(c1)C(=O)N
9HH,CS(=O)(=O)Nc1ccccc1c1cccc2c1[nH]c1c2cccc1
GNP,O[C@@H]1[C@@H](COP(OP(NP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O
B55,Sc1nc2c([nH]1)c(=O)[nH+]c([nH]2)N
CHD,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C
TCH,O[C@H]1CC[C@]2([C@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)NCCS(O)(O)O)C)C)O)C
AZB,Oc1ccc(cc1)/N=N/c1ccc(cc1)C(C)C
VBN,Oc1c(O)cccc1[C@H]1[NH2+][C@@H]([C@H](O1)C)C(=O)N(CCCNC(=O)c1cccc(c1O)O)CCCNC(=O)[C@H]1[NH2+][C@@H](O[C@@H]1C)c1cccc(c1O)O
TO1,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C#N
3RM,Brc1ccc(cc1)OCC[NH+]1CCN(CC1)c1n[nH]c(n1)N
613,NC(=[N+]1CCN(CC1)c1ccc(cc1)Cl)N
R1S,Clc1ccc2c(c1)sc(n2)NS(=O)(=O)c1csc2c1cccc2
R2S,Clc1ccc2c(c1)sc(n2)NS(=O)(=O)c1cc2c(s1)cccc2
537,O=c1c2ccccc2c2c3c1cccc3n[nH]2
FNA,c1ccc(cc1)Nc1cccc2c1cccc2
CTV,[NH3+]CC[C@H](CCCC(=C)C)C
EOL,C=CCc1ccc(c(c1)OC)O
2TU,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=S
GRI,COc1ccc(c2c1nc1c(n2)cccc1C(=O)O)CO
MN0,OCC(=O)N[C@@H]1[C@@H](O)C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(OC)C(=O)O
ARB,O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)O
API,[NH3+][C@H](C(=O)O)CCC[C@H](C(=O)O)[NH3+]
4BI,OC(=O)[C@H](c1c(C)nc2c(c1c1ccc(cc1)Cl)cccc2)OC(C)(C)C
T5A,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
03H,Cl[C@H](C(=O)O)CC(C)C
WJ1,Cl[C@H](C(=O)O)Cc1ccccc1
COI,CC(CC(=O)C(=O)O)C
WJ2,Cl[C@@H](C(=O)O)Cc1ccccc1
HRI,Cl[C@@H](C(=O)O)CC(C)C
SL0,CC(=O)O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1OC(=O)C)O)Oc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(cc1)O
QCT,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O
34M,COc1ccc(cc1)c1noc(n1)CSc1nnc(n1c1ccc(cc1)OC)C
PC,OP(OCC[N+](C)(C)C)(O)O
UD1,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
BDP,O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O
TMY,CCCCCCCC(=O)c1cc(OC)c(c(c1CC(=O)OCC)OC)OC
ET,CCN1[C@H](c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2
CVI,CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C
BER,CO[C@H]1[C@@H]2C[n+]3ccc4c(c3CC2=CC=C1OC)cc1c(c4)OCO1
RAM,O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O
8NA,O[C@@H]1[C@H](O)[C@H](O[C@@H]1N1C=CCC(=C1)C(=O)N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O
FM6,ON(C(=O)c1ccccc1)CC[C@H](P(O)(O)O)c1ccc(c(c1)Cl)Cl
FM8,ON(C(=O)c1ccccc1Cn1ncnc1)CC[C@H](P(O)(O)O)c1ccc(c(c1)Cl)Cl
FU4,O[C@@H]1CO[C@H]([C@H]([C@H]1O)O)C
4WF,O=c1[nH]c(=O)n(c(c1N)O)Cc1ccccc1
HNR,CCCCN1C(=O)NC(=O)[C@@H](C1=N)N(S(=O)(=O)c1ccccc1)C
N6A,O=C1NC(=O)[C@@H](C(=N)N1Cc1ccccc1)N(S(=O)(=O)c1ccccc1)C
QMQ,CN(C1=CCN(C=C1)Cc1ccc(cc1)CCCCc1ccc(cc1)Cn1cnc2c1ncnc2N)C
U85,C[N](=c1ccn(cc1)Cc1ccc(cc1)c1ccc(cc1)Cn1cnc(c2c1ncn2)N)C
G8S,Clc1ccc(cc1)N([C@@H]1C=CN(C=C1)Cc1ccc(cc1)CCCCc1ccc(cc1)Cn1ccc(=[N](C)C)cc1)C
GQG,C[N](=c1ccn(cc1)Cc1ccc(cc1)c1ccccc1)C
QLW,C[N](=c1ccn(cc1)Cc1ccc(cc1)CCc1ccccc1)C
JH5,c1ccc(cc1)CNn1cnn(c1)Cc1ccccc1
5R8,[NH3+]Cc1ccc(cc1)C[N@H+]1CCC[N@@H+](CC1)C
5R9,C[N@H+]1CCC[N@H+](CC1)Cc1ccc2c(c1)cccn2
5RA,N#Cc1cc(ccc1c1ccc(cc1)C[N@@H+]1CCC[N@@H+](CC1)C)C[N@H+]1CCC[N@@H+](CC1)C
NBR,CN(C1=CCN(C=C1)Cc1ccc(cc1)OCCOc1ccc(cc1)Cn1ccc(=[N](C)C)cc1)C
PQ7,CN(C1=CCN(C=C1)Cc1ccc(cc1)CCCCc1ccc(cc1)CN1CC=C(C=C1)N1CCCC1)C
GLC-IFM,OC[C@H]1C[NH2+]C[C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
GLC-DMJ,OC[C@H]1[NH2+]C[C@H]([C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O
GSY,OCCn1c(S)nc2c1c(=O)[nH+]c([nH]2)N
VAB,C=CCSc1nc2c(s1)cc(cc2)NC(=O)CCC(=O)O
2B4,OC(=O)C(C(=O)O)Oc1ccc(cc1)Br
88R,COc1cc(ccc1OC)CC(C(=O)O)C(=O)O
88W,CCNC(=O)NCCC(=O)Nc1ccc2c(c1)sc(n2)C
G3P,OC[C@H](COP(O)(O)O)O
OMD,OC(=O)Cc1cc(O)ccc1O
TB7,O=C(N1CC(C1)/[NH+]=c\1/[nH]c(=O)c2c([nH]1)nccc2)OC(C)(C)C
SMD,CO[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1S[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O)O)O
DMJ,OC[C@H]1[NH2+]C[C@H]([C@H]([C@@H]1O)O)O
KIF,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H]([C@@H]2N1C(=O)C(=O)N2)O
NGW,OC[C@H]1O[C@@H]2S[C@H]([NH2+][C@@H]2[C@H]([C@@H]1O)O)C
OAN,OC[C@H]1O/C(=N\OC(=O)Nc2ccccc2)/[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
54F,Nc1cccc(c1)Oc1ccccn1
7SB,Clc1ccc(cc1)CNc1nnc([nH]1)c1ccco1
A1R,O[C@@H]1[C@@H](COP(OP(OC[C@H]2[NH2+]C[C@@H]([C@@H]2O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
LZ1,c1ccc2c(c1)[nH]nc2
TR7,COC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+]
03V,Oc1ccc2c(c1)cccc2
1NP,Oc1cccc2c1cccc2
ABV,Nc1nc2c(s1)cccc2
4ME,COC(=O)c1cccc2c1cc[nH]2
5H1,Oc1ccc2c(c1)cc[nH]2
5MI,Cc1ccc2c(c1)cc[nH]2
F1P,O[C@@H]1CO[C@]([C@H]([C@@H]1O)O)(O)COP(O)(O)O
1YY,C[C@H]1COCC[N@H+]1C[C@H]1CN(CCN1c1ccc(cc1)[C@](C(F)(F)F)(O)C)S(=O)(=O)c1cccs1
PGA,OC(=O)COP(O)(O)O
9VU,O=C1Nc2c([C@@]1(O)CC(=O)c1ccc3c(c1)OCO3)c(Br)c(cc2)C
DTQ,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)O
MFB,CO[C@H]1O[C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
VHS,Nc1ncc(cc1O[C@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
RJE,COCCOc1nc(NC)c2c(n1)n(Cc1ccccc1)c(=O)[nH]2
58T,CNc1nc2OCCOCCOc3cc(Cn4c(c1[nH]c4=O)n2)ccc3
RGJ,CNC(=O)c1cnc2c(c1Nc1ccc(cc1F)Cl)cc(c(c2)OC)OC
6Q3,OCCCOc1cc(C)nc(n1)N
S76,C/N=C/1\CC(=O)NC(=O)N1
C9E,CCOC(=O)c1ccnc2c1cc[nH]2
BS8,Fc1cnccc1c1ccnc2c1nc([nH]2)N
AX7,Nc1nc2c([nH]1)cccc2
BU5,OCc1csc(n1)c1ccnc2c1cc[nH]2
BU8,Nc1nc2c([nH]1)cccn2
L5V,Clc1cncc(n1)c1nnc[nH]1
GIF,OC[C@H]1C[NH2+]C[C@H]([C@H]1O)O
DGJ,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@H]1O)O)O
2BA,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]3O[C@H]([C@@H]([C@@H]3OP(OC[C@H]2O[C@H]1n1cnc2c1ncnc2N)(O)O)O)n1cnc2c1ncnc2N
MAN-IFM,OC[C@H]1O[C@H](OC[C@H]2C[NH2+]C[C@H]([C@@H]2O)O)[C@H]([C@H]([C@@H]1O)O)O
7K2,OC[C@H]1O[C@H](SC[C@H]2C[NH2+]C[C@H]([C@@H]2O)O)[C@H]([C@H]([C@@H]1O)O)O
0J2,OC(=O)C[C@H](c1nnc2c(c1O)c(=O)[nH]c(n2)N)C
0J4,OC(=O)[C@@H](c1nnc2c(c1O)c(=O)[nH]c(n2)N)C
Z25,OC(=O)CCc1nnc2c(c1O)c(=O)[nH]c(n2)N
Z13,FC(c1ccc(cc1)C[NH2+]C)(F)F
0LM,O=C(C(=O)N[C@@H]1CC(C)(C)[N@@H+](C(C1)(C)C)C)Nc1ccc(c(c1)F)Cl
0LL,O=C(C(=O)N[C@@H]1[C@@H]([NH3+])Cc2c1cccc2)Nc1ccc(c(c1)F)Cl
0LK,NC(=[NH+][C@H]1Cc2c([C@@H]1NC(=O)C(=O)Nc1ccc(c(c1)F)Cl)cccc2)N
0LJ,NC(=[NH+][C@@H]1Cc2c([C@H]1NC(=O)C(=O)Nc1ccc(c(c1)F)Cl)cccc2)N
1C1,NC(=[NH2+])NC[C@H]1Cc2c([C@@H]1NC(=O)C(=O)Nc1ccc(c(c1)F)Cl)cccc2
9LI,[NH3+]CCc1c(C)[nH]c2c1c(Cl)cc(c2)Cl
BZI,c1ccc2c(c1)[nH]cn2
0N5,COc1cc2c(ncnc2cc1O)Nc1ccc(cc1)NC(=O)c1ccccc1
KF4,COc1cc2n[nH]cc2cc1c1[nH]ncc1NC(=O)c1cnn2c1nccc2
6DP,CS(=O)(=O)Nc1cccc2c1cn[nH]2
8MY,OCc1ccn(n1)c1nc(Nc2ccc(cc2)C#N)nc(c1)N
SKE,Fc1cccc(c1C(=O)n1nc(nc1N)Nc1ccc(cc1)S(=O)(=O)N)F
AQG,CCN(C(=O)c1ccc(cc1)Nc1nc(OCC2CCCCC2)c2c(n1)[nH]cn2)CC
N7I,OC/C=C/c1ccc(c(c1)OC)O
M7G,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cn(c2c1[nH]c(N)[nH+]c2=O)C
MGP,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cn(c2c1[nH]c(N)[nH+]c2=O)C
CYT,NC1=[NH+]C(=O)N=CC1
CTN,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=N)[nH]c1=O
CDP,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1ccc(=N)[nH]c1=O
0QY,O=C([C@@H]1CCC[NH2+]1)NC1=CCc2c(C1)nc([nH]2)Cc1c[nH]c2c1cccc2
D1W,COc1nc(ccc1Nc1ccc(cc1)C[NH+](C)C)c1cccc2c1OCCO2
JJN,C[N@@H+]1CC[C@@](CC1)(C)[C@]12Nc3c([C@@H]2c2c(C(=O)N1)cccc2)cccc3
F0K,Cn1cnc(c1)Cn1ccc2c1cc(C[NH2+]Cc1[nH]c3c(c1[C@H]1NC(=O)c4c1cc(O)cc4)cccc3)cc2
EZZ,C[NH+](Cc1[nH]c2c(c1[C@H]1NC(=O)c3c1cc(O)cc3)cccc2)C
0R3,CC[C@H](N1[C@H](c2ccc(cc2)Cl)[C@H](C[C@](C1=O)(C)CC(=O)O)c1cccc(c1)Cl)[C@@H](O)C
0Y7,CC[C@H](N1C(=O)[C@@H](CC(=O)O)C[C@@H]([C@H]1c1ccc(cc1)Cl)c1cccc(c1)Cl)CO
3UD,COc1cc(ccc1C(=O)O)NC(=O)C[C@@]1(C)C[C@H](c2cccc(c2)Cl)[C@H](N(C1=O)[C@@H](C1CC1)CS(=O)(=O)C(C)(C)C)c1ccc(c(c1)F)Cl
4NX,Clc1ccc(cc1)CC1=C(c2c[nH]c3c2ccc(c3)Cl)[C@@](OC1=O)(O)Cc1ccc(cc1)Cl
4T4,COc1cc2CC(=O)N([C@H](c2cc1OC(C)C)c1ccc(cc1)Cl)c1ccc(cc1)N(C[C@@H]1CC[C@H](CC1)[N@H+]1CCN(C(=O)C1)C)C
0VR,O[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)CNC1=C(C=CCC1)C(=O)O
1SY,Nc1[nH+]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@H]2[C@H]([C@H]1OP(O)(O)OC[C@@H]1[C@@H](OP(OC2)(O)O)[C@H]([C@@H](O1)n1cnc2c1ncnc2N)O)O
1YC,Nc1[nH+]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@H]2[C@H]([C@H]1OP(O)(O)OC[C@H]1O[C@H]([C@H](OP(OC2)(O)O)[C@@H]1O)n1cnc2c1ncnc2N)O
1YE,OC(=O)Cc1cccc2c1oc1c(C)c(C)ccc1c2=O
DHB,OC(=O)c1ccc(c(c1)O)O
JQ1,O=C(OC(C)(C)C)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(n3c1nnc3C)sc(c2C)C
1QK,OCC[C@@H]1CCCCN1c1cc(NCc2ccc[n+](c2)[O-])[n+]2c(n1)c(CC)c[nH]2
ADX,O[C@@H]1[C@@H](COP(OS(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
G9L,Fc1ccc2c(c1)c(O)nc1c2CN(CC1)C(=O)CC[NH+]1CCCCC1
C5P,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc([nH+]c1=O)N)COP(O)(O)O
0ET,CCCCC/C=C/CC[C@H](CSCCNC(=O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O)O
0RT,FC(Cc1sc2c(c1)c(ncn2)N1CC[N](=C2NCC(S2)(C)C)CC1)(F)F
2S6,N#Cc1ccc(cc1)OCCC[N@@H+]1CC[C@H](CC1)[C@@](c1ccccc1)(C1CCCC1)O
2VK,N#Cc1ccc(cc1)OCCC[N@@H+]1CC[C@H](CC1)[C@](c1ccccc1)(C1CCCC1)O
3XW,N#Cc1cc2c(n1Cc1c[nH]nc1)ccc(c2C)C[N@@H+]1CC[C@H](CC1)Nc1ncnc2c1cc(s2)CC(F)(F)F
3XY,N#Cc1[nH]c2c(c1)cc(cc2)C[N@@H+]1CC[C@H](CC1)Nc1ncnc2c1cc(s2)CC(F)(F)F
10N,N#Cc1cnc2c(c1NCc1cccnc1N(S(=O)(=O)C)C)cc([nH]2)c1ccccc1
4GU,Fc1ccccc1Nc1ncnc2c1cn[nH]2
K9Y,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(cc1)n1cnc2c1ncnc2N
KAO,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(cc1)c1cccnc1
MVH,CNC(=O)C[C@@H](OP(OC)(O)O)C
E1G,O=C(c1cccc(c1)S(=O)(=O)N)CSc1ncccn1
WWX,OCCS(=O)(=O)c1c(N[C@@H]([C@H](c2ccccc2)O)c2ccccc2)c(F)c(c(c1F)F)S(=O)(=O)N
5EF,OCCS(=O)(=O)c1c(N[C@H]2CCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
6Z9,OCCS(=O)(=O)c1c(N[C@H]2CCCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
EOQ,OCCNC(=O)c1cc(c(cc1NCc1ccccc1)Cl)S(=O)(=O)N
EM5,OCCNC(=O)c1cc(c(cc1NC1CCCCC1)Cl)S(=O)(=O)N
E4W,OC(=O)c1c2CCCOc3cc(SCc4cc(CSCc5c(c6c(n1C)c2ccc6Cl)c(C)n(n5)C)nn4C)cc1c3cccc1
E4Q,OC(=O)c1[nH]c2c(c1CCCOc1cccc3c1cccc3)cccc2c1c(CSCc2nn(c(c2)C)C)nn(c1C)C
JLE,CCc1sc2c(c1c1cccc3c1cc[nH]3)c(ncn2)N[C@@H](C(=O)O)Cc1ccccc1
6P3,OC(=O)c1ccc(nc1)c1ccccc1
10000,COc1cc(OC[C@H]([C@H]([C@@H]([C@@H](COc2cc(F)cc(c2)c2ccc(cn2)C(=O)O)O)O)O)O)c(cc1NC(=O)CSc1ccc(cn1)C(=O)O)Cl
10000000,COc1ccc(cc1NC(=O)CSc1ccc(cn1)C(=O)O)Cl
1DK,OC(=O)Cc1ccc(cc1)N1C(=O)C(=C([C@@H]1c1cc(C)c(cc1C)C)C(=O)c1cccs1)O
12G,OC(=O)Cc1ccc(cc1)N1C(=O)C(=C([C@@H]1c1ccccc1Cl)C(=O)c1ccccc1Cl)O
1DL,Brc1csc(c1)[C@@H]1N(c2ccc(c(c2)C(=O)O)C)C(=O)C(=C1C(=O)c1ccccc1)O
11Y,Brc1csc(c1)[C@@H]1N(c2ccc(c(c2)C(=O)O)Cl)C(=O)C(=C1C(=O)c1ccccc1)O
1D5,OC(=O)Cc1ccc(cc1)N1[C@@H](c2scc(c2)Br)C(=C(C1=O)O)C(=O)c1ccc(s1)Cl
1D6,OC(=O)Cc1ccc(cc1)N1C(=O)C(=C([C@@H]1c1cc(Cl)c2c(c1)OCO2)C(=O)c1cccc(c1)C)O
1D8,O=C1N(c2cccc(c2)C(=O)O)[C@H](C(=C1O)C(=O)c1cccc(c1)C(F)(F)F)c1cc(Cl)c2c(c1)OCO2
1D9,O=C1N(c2cccc(c2)C(=O)O)[C@H](C(=C1O)C(=O)c1cccc(c1)C(F)(F)F)c1cccc(c1)C(F)(F)F
1DE,Clc1ccc(s1)C(=O)C1=C(O)C(=O)N([C@H]1c1cc(Cl)c2c(c1)OCO2)c1cccc(c1)C(=O)O
SER,OC[C@@H](C(=O)O)[NH3+]
1FT,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1S[C@@H]1O[C@@H](COP(O)(O)O)[C@H]([C@@H]([C@H]1O)O)O)O)O
QIC,O[C@@H]1[C@H](O)C[C@@](C[C@H]1O)(O)C(=O)O
I31,CCOc1cc(ccc1C1=N[C@@]([C@@](N1)(C)c1ccc(cc1)Cl)(C)c1ccc(cc1)Cl)C(C)(C)C
I29,Clc1ccc(cc1)[C@@]1(C)N(C(=N[C@@]1(C)c1ccc(cc1)Cl)C)C(=O)N1CC[N@H+](CC1)CCCS(=O)(=O)C
1JR,O=C1N[C@H](c2c1n[nH]c2c1ccccc1)c1cccnc1
JFK,COc1ccc(cc1OC)OCCN1CC[C@@H]2N([C@H](C1=O)CCC2)S(=O)(=O)c1ccc2c(c1)sc(=O)[nH]2
1KZ,COc1ccc(cc1OC)OCCOC(=O)[C@@H]1CCCCN1S(=O)(=O)c1ccc2c(c1)sc(=O)[nH]2
IPE,CC(=C)CCOP(OP(O)(O)O)(O)O
H6P,OC[C@@H](CCOP(OP(O)(O)O)(O)O)C
2JA,OC[C@@H](CCCP(OP(O)(O)O)(O)O)C
URI,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O
KKN,O=C1OC2=C([C@H]1C)C=COC2
NAG-MBG,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O)O
CAQ,Oc1ccccc1O
MCT,Cc1ccc(c(c1)O)O
EKZ,Oc1ccc(cc1O)C(C)(C)C
BP7,Oc1ccc(cc1O)c1ccccc1
PPY,O=C(C(=O)O)Cc1ccccc1
CP6,CCc1nc(N)nc(c1c1ccc(cc1)Cl)N
MTX,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C
04J,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(N)nc(n2)N
CFX,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2[C@@H]1SCC(=C2C(=O)O)COC(=O)N
6K6,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2NCc1ccco1)COP(O)(O)O
D5X,O[C@H](C(C(=O)C)(O)O)COP(O)(O)O
D8X,CC(CC(=O)C([C@H](COP(O)(O)O)O)(O)O)C
HSX,O[C@H]1[C@@H](O)O[C@@H]([C@H]1O)COP(O)(O)O
8PR,Fc1ccc(cc1)[C@@H]1CC[NH2+]C[C@H]1COc1ccc2c(c1)OCO2
1XT,Cc1cccc(c1)n1nc(cc1c1ccc(cc1)OCc1ccc(cc1)c1ccc(o1)C(=O)O)C(=O)O
2P9,OC(=O)c1cc(n(n1)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)C[NH2+][C@H](c1ccc(cc1Cl)c1ccc(o1)C(=O)O)S
3HS,OC(=O)c1cc(n(n1)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)CNC(=O)c1ccc(cc1Cl)c1ccc(o1)C(=O)O
3HV,OC(=O)c1cc(n(n1)c1ccc(c(c1)Cl)Cl)c1ccc(cc1)Cn1ccc2c(c1=S)ccc(c2)c1ccc(o1)C(=O)O
3HW,S=C(c1ccc(cc1)c1cc(nn1c1ccc(c(c1)Cl)Cl)C(=O)O)NCc1ccc(cc1)c1ccc(o1)C(=O)O
3J0,S=C(c1ccc(cc1)c1ccc(o1)C(=O)O)NCc1ccc(cc1)c1cc(nn1c1ccc(c(c1)Cl)Cl)C(=O)O
5KR,Brc1ccc(cc1)NS(=O)(=O)c1cc(ccc1C)C(=O)Nc1ccccc1C(=O)O
F3Q,Oc1ccc(cc1)N(C(=O)c1cc(n2c1CCCC2)c1cc2OCOc2cc1C(=O)N1Cc2ccccc2C[C@H]1C[NH+]1CCOCC1)c1ccccc1
SHH,ONC(=O)CCCCCCC(=O)Nc1ccccc1
20Y,CC(=O)Nc1ccc(cc1)C(=O)Nc1cc(ccc1N)c1cccs1
HCS,OC(=O)[C@@H]([NH3+])CCS
Y01,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)OC(=O)CCC(=O)O)C)C
PV0,Oc1ccc(c(c1)O)S(=O)(=O)n1cc2c(c1)cc(cc2O)O
P46,NC(=O)C[C@@H](C(=O)N1CC[C@H](CC1)Nc1ccc2c(c1)CN(C2)S(=O)(=O)c1ccc(cc1O)O)[NH3+]
29W,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc(cc1)C
2DJ,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc(cc1)C(C)(C)C
2DW,COc1ccc2c(c1)cc(n2CC(=O)O)C(=O)NS(=O)(=O)c1ccc2c(c1)cccc2
2C9,Nc1c(C)cccc1N
24W,Nc1cccc2c1CC[NH2+]C2
2L1,Cc1[nH]cnc1C[N@H+]1CCc2c(C1)cccc2
2L2,Nc1cccc2c1C[N@H+](CC2)Cc1[nH]cnc1C
164,OC(=O)CCC(=O)C1=CC=C[C@H]([C@@H]1C(=O)O)O
2FQ,Cc1ncc2c(n1)N(C)C(=O)C(=N)C2
2GQ,N=C1NC(=O)c2c(C1)cccc2
