PDBCode,resolution,release_year,pkd,lig_name
4u0w,2.0,2015,3.0,16G
4wh9,1.5,2014,3.0,3M8
5a5o,2.04,2015,3.0,J5I
5aqr,1.91,2016,3.0,N8Y
5c7b,2.68,2015,3.0,4YD
5ehw,1.39,2016,3.0,5OO
5fnq,1.91,2016,3.0,S0W
5jah,2.06,2016,3.0,6HQ
5l97,2.05,2016,3.0,6RW
5lz2,2.1,2016,3.0,7BX
5tpc,2.0,2017,3.0,6-mer
5u66,1.7,2017,3.0,15-mer
5ye8,1.85,2018,3.0,8U3
6fh6,2.08,2018,3.0,D8Q
6fh7,2.1,2018,3.0,EN2
6ftz,1.67,2018,3.0,E7E
6gjy,1.29,2018,3.0,F1Z
6n17,1.64,2019,3.0,K8Y
6quv,1.48,2019,3.0,JJN
1g42,1.8,2001,3.01,CP2
1utm,1.5,2004,3.01,PEA
4g0p,1.8,2012,3.01,U5P
5jan,2.12,2016,3.01,6HP
2vmd,1.9,2008,3.02,MBG
3dc2,2.7,2008,3.02,TLA
3fuk,1.95,2009,3.02,58Z
4q81,1.55,2015,3.02,7MH
4xm8,2.7,2015,3.02,41T
5z4h,2.0,2018,3.02,A8K
6f6n,2.15,2018,3.02,SRE
6n19,1.5,2019,3.02,K8V
1ogd,1.95,2003,3.03,RIP
1ws5,1.9,2005,3.03,MAM
2ggu,1.9,2006,3.03,MLR
2ha3,2.25,2006,3.03,CHT
3adv,2.27,2010,3.03,SRO
3esj,2.7,2009,3.03,CC7
4lm2,1.55,2014,3.03,8ZE
4qp2,2.23,2015,3.03,36R
5aoi,1.78,2015,3.03,RZH
1rtf,2.3,1997,3.04,BEN
2pcu,1.6,2007,3.04,5-mer
3ay0,3.05,2011,3.04,ADN
3t08,2.0,2012,3.04,IPT
3t1m,1.55,2011,3.04,DQT
3zvv,2.5,2011,3.04,XAZ
4i7k,1.72,2013,3.04,MBN
4lm4,1.48,2014,3.04,JPZ
5fls,1.67,2016,3.04,6ZX
1f74,1.6,2000,3.05,NAY
1gvk,0.94,2002,3.05,4-mer
1gzg,1.66,2002,3.05,LAF
1o41,1.7,2004,3.05,300
1pum,2.3,2004,3.05,GLB
1uj5,2.0,2004,3.05,5RP
1uj6,1.74,2004,3.05,A5P
2ohl,2.65,2007,3.05,2AQ
2vcw,1.95,2008,3.05,ZZA
4g5f,2.33,2013,3.05,0JD
4guj,1.5,2012,3.05,SKM
4u5v,1.97,2015,3.05,RH2
5abe,2.0,2015,3.05,XQO
5ort,2.56,2017,3.05,A5Z
6ncn,1.82,2019,3.05,KJM
2jfh,1.97,2007,3.06,LK1
2ksa,,2010,3.06,11-mer
3atm,1.72,2011,3.06,TSS
3hw1,2.48,2009,3.06,EV2
3rxi,1.6,2011,3.06,TSS
3rxj,1.7,2011,3.06,GBS
4csy,2.41,2014,3.06,SIA-MAG-GAL-FUC
4nyi,2.96,2014,3.06,2PX
1rnm,2.0,1996,3.07,C5P
1s26,3.0,2004,3.07,APC
3mof,1.75,2010,3.07,OXL
4yrs,2.75,2015,3.07,4JS
6fh3,1.85,2019,3.07,RPI
1hiy,2.6,2001,3.08,3AN
1y1z,1.5,2005,3.08,192
4yv1,1.85,2015,3.08,4K2
5ehv,1.21,2016,3.08,5ON
6ew6,1.39,2018,3.08,C0H
1mdl,1.85,1996,3.09,RMN
1ugw,1.7,2003,3.09,GAL
4eh5,2.0,2012,3.09,0OM
6pml,2.0,2019,3.09,OR4
1a5v,1.9,1998,3.1,_Y3
1af2,2.3,1997,3.1,__U
1ec9,2.0,2000,3.1,XYH
1pu7,1.93,2003,3.1,39A
1pu8,2.13,2003,3.1,EA1
1swi,2.6,1996,3.1,BNZ
2xdl,1.98,2010,3.1,2DL
3buf,2.3,2008,3.1,AEG
3f78,1.6,2009,3.1,ICF
3mo8,1.69,2010,3.1,12-mer
4cjr,1.8,2014,3.1,FYM
4j79,1.56,2013,3.1,6-mer
4kz6,1.68,2014,3.1,ZB6
4pl6,1.68,2015,3.1,11-mer
4pxf,2.75,2014,3.1,11-mer
4y2j,2.15,2015,3.1,49G
4y64,1.6,2015,3.1,48C
5aqq,2.72,2016,3.1,BBW
5cr7,2.9,2016,3.1,5WO
5eh8,1.38,2016,3.1,5O6
5ggo,1.5,2016,3.1,2-mer
5lzg,1.13,2017,3.1,7BN
5lzh,1.13,2017,3.1,7BN
5orw,2.0,2017,3.1,A6E
1k2i,1.8,2001,3.11,SN1
1uod,1.9,2004,3.11,G3H
2ay6,2.2,1999,3.11,3IB
2lto,,2013,3.11,13-mer
2lwi,,2013,3.11,KOB
3c2r,2.4,2008,3.11,PHT
3msj,1.8,2010,3.11,EV3
4aj1,1.87,2012,3.11,AJ1
4ajk,2.03,2012,3.11,88S
4d52,1.76,2015,3.11,GIV
4gbz,2.89,2012,3.11,BGC
4wf4,1.7,2015,3.11,WF4
5enb,1.73,2016,3.11,5Q5
1h9l,1.67,2001,3.12,5-mer
2ksb,,2010,3.12,11-mer
4bt3,1.1,2013,3.12,WTZ
4cgi,2.07,2013,3.12,NZL
4uct,2.1,2015,3.12,5U1
5ey4,1.86,2016,3.12,DTP
1ax0,1.9,1998,3.13,A2G
3kac,2.0,2009,3.13,4BX
5c5t,1.6,2015,3.13,AKG
6d1k,1.2,2019,3.13,M3Q
6dhu,1.63,2019,3.13,GHM
6die,1.78,2019,3.13,GHM
6qhg,1.48,2019,3.13,MGT
2f1a,1.45,2006,3.14,GB2
2ya7,1.89,2011,3.14,ZMR
3odk,2.3,2010,3.14,ODK
4b34,1.55,2013,3.14,ABV
6cea,1.6,2018,3.14,EYY
6g27,1.65,2019,3.14,EHE
1e6q,1.35,2001,3.15,NTZ
1eei,2.0,2000,3.15,GAA
1k9q,,2001,3.15,5-mer
1noi,2.5,1996,3.15,NTZ
1noj,2.4,1996,3.15,NTZ
1nok,2.4,1996,3.15,NTZ
1rin,2.6,1993,3.15,MAN
2fr8,2.6,2006,3.15,NAD
2p8n,1.94,2007,3.15,ADE
3cgy,2.6,2008,3.15,RDC
3e73,2.8,2009,3.15,GSH
4de5,2.25,2013,3.15,0JD
4fzj,1.63,2013,3.15,0W1
4lw1,1.63,2013,3.15,1XS
4x0z,1.85,2015,3.15,4-mer
5e5g,1.95,2016,3.15,DTR
5flo,1.66,2016,3.15,J4K
5fnf,2.1,2016,3.15,TQL
6a87,2.41,2019,3.15,2-mer
6cc9,,2018,3.15,EWS
6ccx,,2018,3.15,EWS
6cyh,1.49,2019,3.15,N5A
2ymd,1.96,2012,3.16,SRO
3ad8,2.2,2010,3.16,PYC
3ecn,2.1,2008,3.16,IBM
3f34,1.68,2009,3.16,DIE
3f35,1.92,2009,3.16,DIE
3kpu,2.4,2010,3.16,ES1
3lk0,2.04,2010,3.16,Z80
4eh2,2.0,2012,3.16,0OK
4pli,1.65,2015,3.16,11-mer
5n1x,1.72,2017,3.16,8HH
4hnc,1.89,2013,3.17,0UT
4uce,2.95,2015,3.17,MZS
4x3i,1.8,2015,3.17,7-mer
5fot,1.19,2016,3.17,6-mer
5fox,1.3,2016,3.17,6-mer
5ose,1.9,2017,3.17,A98
6cv8,,2018,3.17,I3P
1b9s,2.5,1999,3.18,FDI
1lbk,1.86,2002,3.18,GSH
1ro7,1.8,2004,3.18,CSF
2wik,2.1,2009,3.18,TC5
3at1,2.8,1990,3.18,PCT
3bug,2.5,2008,3.18,AEH
3kid,2.71,2009,3.18,2BS
1o6i,1.7,2003,3.19,0HZ
2zdx,2.54,2008,3.19,P4A
3dxh,1.4,2009,3.19,UDP
3g1v,1.3,2009,3.19,5FU
4gzx,2.45,2012,3.19,2-mer
4mlx,1.65,2014,3.19,TM7
6dyn,2.1,2019,3.19,HSM
6f6i,2.4,2018,3.19,8PR
6pvy,1.74,2019,3.19,OZG
6ssy,1.62,2019,3.19,P7I
1axz,1.95,1998,3.2,GAL
2nd0,,2016,3.2,19-mer
2w0x,2.12,2009,3.2,PD2
2wij,2.1,2009,3.2,TN7
3kab,2.19,2009,3.2,4BL
4nrm,2.17,2014,3.2,FLC
5cs6,1.88,2016,3.2,K82
5d9p,1.8,2015,3.2,NBG
5flp,1.71,2016,3.2,6J5
5ijr,1.52,2017,3.2,HRG
1s5z,2.0,2005,3.21,SON
3fty,2.15,2009,3.21,3IP
5mwo,1.96,2017,3.21,J6W
5osd,1.99,2017,3.21,A9B
6tim,2.2,1992,3.21,G3P
1br6,2.3,1998,3.22,PT1
1e6s,1.35,2000,3.22,GOX
1e72,1.6,2001,3.22,GOX
1evh,1.8,1999,3.22,7-mer
1ew9,2.0,2002,3.22,MMQ
1k1y,2.4,2003,3.22,ACR
1q5l,,2003,3.22,7-mer
1qwu,2.03,2003,3.22,GUL
1tog,2.31,2004,3.22,HCI
1x6u,2.7,2005,3.22,DO8
1zc9,2.0,2006,3.22,PMP
2bv4,1.0,2006,3.22,MMA
2ri9,1.95,2008,3.22,LDY
2uy3,1.9,2007,3.22,H33
3aru,1.9,2011,3.22,PNX
3i8t,2.1,2011,3.22,LBT
4n5d,2.06,2013,3.22,2FQ
4tyl,1.85,2014,3.22,39O
4wn0,2.2,2016,3.22,G3P
5go2,1.91,2017,3.22,CIT
5n1y,1.39,2017,3.22,10-mer
5ou2,1.45,2018,3.22,36Y
1px4,1.6,2004,3.23,IPT
2gmk,1.65,2006,3.23,AMP
3zsy,2.2,2012,3.23,OM3
4kc4,1.6,2013,3.23,WS3
4lm1,1.6,2014,3.23,7ZE
4unp,2.3,2015,3.23,TXW
5ene,1.49,2016,3.23,5Q8
5qay,1.7,2018,3.23,X6P
2r8q,1.5,2007,3.24,IBM
3qfz,2.39,2011,3.24,NOJ-SO4
4b2l,1.5,2013,3.24,TR7
4k60,1.5,2013,3.24,1P8
4luo,1.54,2013,3.24,1DZ
4qlk,1.83,2015,3.24,CTT
4y2u,2.75,2015,3.24,49R
5o0a,1.81,2017,3.24,9FH
6er3,1.37,2018,3.24,2-mer
6g9b,2.26,2018,3.24,IXX
1v2j,1.9,2004,3.25,BEN
2ndo,,2017,3.25,SFQ
3ta1,1.9,2011,3.25,ADP
4lm0,1.66,2014,3.25,5NI
4zij,1.78,2016,3.25,SFQ
5oxl,2.66,2018,3.25,2-mer
1l5s,2.1,2002,3.26,URC
3t1l,1.6,2011,3.26,MQT
4egh,1.6,2012,3.26,0OY
4k66,3.0,2013,3.26,4-mer
4wkt,1.78,2014,3.26,BUB
5yas,2.2,1999,3.26,FAC
1axr,2.3,1998,3.27,HTP
3ioe,1.95,2009,3.27,A7D
4jbl,2.0,2013,3.27,MET
5jzs,2.27,2017,3.27,FGZ
5kdf,2.45,2016,3.27,6RU
1bcu,2.0,1998,3.28,PRL
1g9t,2.8,2002,3.28,5GP
1x07,2.2,2005,3.28,IPE
2xgs,2.39,2010,3.28,44P
3d52,1.6,2008,3.28,GHR
3ms4,2.07,2011,3.28,21N
3tfu,1.94,2011,3.28,PL8
3zsx,1.95,2012,3.28,N44
4eh7,2.1,2012,3.28,0OO
4fl1,1.79,2012,3.28,ANP
4yv0,1.95,2015,3.28,4JW
5moe,1.89,2017,3.28,OQC
5odu,1.56,2017,3.28,AMG
5yf1,2.4,2018,3.28,8V0
5z4o,1.73,2018,3.28,HX8
1ax1,1.95,1998,3.29,GLC-GAL
4f20,2.5,2012,3.29,13-mer
5duw,1.7,2016,3.29,5GO
6ibk,1.99,2019,3.29,YTW
1d7j,1.85,1999,3.3,BUQ
1k9r,,2001,3.3,6-mer
1lt6,2.2,1997,3.3,GAA
1o4e,2.0,2004,3.3,299
1phw,2.36,2004,3.3,__N
1tpw,1.9,1995,3.3,PGH
1zd2,3.0,2006,3.3,NC3
1zd3,2.3,2006,3.3,NC4
2aq7,2.3,2006,3.3,TL5
2aqb,2.19,2006,3.3,TL6
2hd1,2.23,2006,3.3,IBM
2uxx,2.74,2007,3.3,FAJ
2vw2,1.7,2008,3.3,NHE
2w0s,2.92,2008,3.3,BVP
2xml,2.55,2010,3.3,OGA
3aaq,2.0,2010,3.3,ARU
3avg,1.7,2012,3.3,8-mer
3avh,1.88,2012,3.3,8-mer
3avi,1.7,2012,3.3,8-mer
3avj,1.7,2012,3.3,8-mer
3avk,1.75,2012,3.3,8-mer
3avm,1.88,2012,3.3,8-mer
3avn,2.1,2012,3.3,8-mer
3ch9,2.2,2008,3.3,XRG
3gv6,1.76,2009,3.3,15-mer
3h2c,2.6,2009,3.3,B58
3hcm,2.0,2010,3.3,S45
3i90,2.0,2009,3.3,11-mer
3i91,1.55,2009,3.3,8-mer
3l7g,2.7,2010,3.3,M44
3n1v,2.18,2010,3.3,3N1
3n1w,2.56,2010,3.3,3N2
3n3l,2.74,2010,3.3,MS0
3n45,1.88,2010,3.3,3N3
4b6f,2.89,2012,3.3,20L
4ddh,2.07,2013,3.3,MS0
4gj8,2.5,2013,3.3,0LU/0LW
4gj9,2.6,2013,3.3,0M2
4j58,1.28,2014,3.3,53Z
4jss,1.5,2013,3.3,BEW
4mrw,1.96,2014,3.3,MRW
4msa,1.62,2014,3.3,2ZM
4np3,1.61,2014,3.3,2L2
4ojq,2.25,2014,3.3,2SX
4oue,2.35,2014,3.3,IPT
4tz8,2.15,2014,3.3,39U
4u6e,1.9,2015,3.3,Q02
4ucr,2.15,2015,3.3,JCF
4x13,2.0,2015,3.3,5-mer
5ejw,2.6,2016,3.3,5PZ
5g45,2.07,2016,3.3,A7W
5ggp,1.6,2016,3.3,12-mer
5l96,2.15,2016,3.3,6RZ
5mgg,2.1,2017,3.3,7MU
5mgl,2.65,2017,3.3,7MU
5mgm,2.8,2017,3.3,7MZ
5mt0,1.29,2017,3.3,QJS
5mt4,1.65,2017,3.3,M7O
5oul,1.34,2018,3.3,AWE
5v19,3.1,2017,3.3,8V4
5vdo,3.22,2017,3.3,1YC
5vdr,3.04,2017,3.3,9B7
5vds,2.77,2017,3.3,9BJ
6bsx,1.65,2018,3.3,E7S
6hov,1.85,2019,3.3,FER
1i2s,1.7,2002,3.31,CIT
1pzp,1.45,2004,3.31,FTA
3msc,1.95,2011,3.31,24S
4kc2,1.7,2013,3.31,WS2
5c7a,2.36,2015,3.31,4YE
5fe7,2.08,2016,3.31,5WU
5l98,2.26,2016,3.31,6RY
5os1,1.9,2017,3.31,A7H
1pzo,1.9,2004,3.32,CBT
2wk6,2.5,2009,3.32,IUR
4a4e,,2011,3.32,2MR
4cjp,2.0,2014,3.32,4D2
4i7j,1.67,2013,3.32,BNZ
5gmu,1.8,2017,3.32,7LH
5l99,2.0,2016,3.32,6S0
5tg4,1.44,2017,3.32,JW1
6dlx,1.85,2018,3.32,GXY
6efj,1.65,2019,3.32,O5E
6mey,1.42,2019,3.32,O5E
6oh3,2.75,2019,3.32,NCC
6pg3,2.04,2019,3.32,OHJ
6phx,2.0,2019,3.32,3-mer
188l,1.8,1995,3.33,OXE
1jlr,2.45,2002,3.33,GTP
2a3b,1.9,2005,3.33,CFF
2pnc,2.4,2008,3.33,CLU
4ab9,1.2,2012,3.33,VXQ
4b0b,1.9,2012,3.33,54F
4b5t,1.92,2012,3.33,2KT
4b5w,1.79,2012,3.33,PYR
4k2y,2.3,2013,3.33,ES2
4pd9,3.1,2014,3.33,ADN
6mv3,,2018,3.33,WW7
6sy7,2.75,2019,3.33,AMP
2xoi,1.72,2011,3.34,SFB
3f33,1.7,2009,3.34,PFL
3ry8,1.4,2011,3.34,FLC
4b32,1.5,2013,3.34,03V
4bt4,1.6,2013,3.34,QFH
4cp5,2.32,2015,3.34,EOI
4gwk,1.53,2012,3.34,3PG
4yuy,1.58,2015,3.34,1SQ
5ehi,1.3,2016,3.34,5O3
2qcm,1.67,2007,3.35,JW5
3c2o,2.3,2008,3.35,NTM
3pwk,1.5,2012,3.35,L14
3zxe,1.67,2011,3.35,PGZ
4gnf,1.55,2013,3.35,15-mer
4joh,1.47,2014,3.35,10-mer
4lkq,1.62,2014,3.35,1XM
4u7o,2.4,2015,3.35,AN2
4ucu,2.1,2015,3.35,8HC
4wet,1.63,2015,3.35,WEF
5wxp,1.75,2018,3.35,4-mer
5ze6,2.5,2019,3.35,HJX
6mmo,1.86,2019,3.35,AMP
6q6f,3.3,2019,3.35,HJQ
1ahy,2.3,1995,3.36,MAE
2ha7,2.66,2006,3.36,BCH
2pvv,2.11,2007,3.36,OSE
2vc7,2.05,2008,3.36,HT5
3av9,1.7,2012,3.36,8-mer
3zzh,2.1,2012,3.36,ARG
4cj4,1.8,2014,3.36,S3G
4wyp,1.5,2015,3.36,AMP
5orz,1.92,2017,3.36,A6W
6gj5,1.5,2019,3.36,F0N
6gxw,2.07,2018,3.36,FGN
187l,1.8,1995,3.37,PXY
1tnh,1.8,1994,3.37,FBA
1v2u,1.8,2004,3.37,BEN
1v2v,1.8,2004,3.37,BEN
2c6g,2.2,2006,3.37,GLU
2n8t,,2016,3.37,14-mer
3d8z,1.98,2009,3.37,TXS
3n35,2.0,2011,3.37,A2G
4b33,1.5,2013,3.37,1NP
4mrd,2.55,2014,3.37,NAG-BDP
6mnv,1.65,2019,3.37,JVS
1z34,2.4,2005,3.38,2FD
2fzg,2.25,2006,3.38,EOB
3a73,2.19,2010,3.38,PJ2
3tay,1.85,2012,3.38,MN0
3w07,1.03,2013,3.38,U5P
4qll,1.85,2015,3.38,CTT
5l8o,2.39,2016,3.38,CHD
1toj,1.9,2004,3.39,HCI
2j9h,2.4,2006,3.39,GTX
3mrx,1.95,2011,3.39,17S
4ipn,2.41,2013,3.39,1FT
4lhm,1.52,2014,3.39,AZZ
4ms0,1.79,2014,3.39,2ZX
5jzb,2.1,2017,3.39,6OT
5lsh,1.06,2017,3.39,KTS
5mxk,1.93,2017,3.39,ZHA
5os5,1.74,2017,3.39,A8K
6pic,2.03,2019,3.39,6XA
1bxr,2.1,1999,3.4,ANP
1f8d,1.4,2001,3.4,9AM
1hxk,1.5,2002,3.4,DMJ
1ikt,1.75,2001,3.4,OXN
1il9,3.1,2002,3.4,MOG
1jt1,1.78,2003,3.4,MCO
1l83,1.7,1993,3.4,BNZ
1m83,2.2,2002,3.4,ATP
1uz4,1.71,2004,3.4,IFL
1way,2.02,2005,3.4,L02
220l,1.85,1998,3.4,BNZ
223l,1.9,1998,3.4,BNZ
2jbu,3.0,2007,3.4,12-mer
2jqk,,2007,3.4,19-mer
2q8i,2.6,2007,3.4,RDC
2qcd,2.03,2007,3.4,U5P
2rnx,,2008,3.4,13-mer
3d8y,1.72,2009,3.4,T3S
3jzh,2.05,2009,3.4,5-mer
3k26,1.58,2009,3.4,12-mer
4abe,1.3,2012,3.4,913
5afl,2.35,2015,3.4,FHV
5o4t,1.5,2018,3.4,9KT
5qaw,2.2,2018,3.4,TVC
5qaz,2.2,2018,3.4,Q2S
5uah,4.1,2017,3.4,RFP
6fg6,2.4,2018,3.4,D8Q
6gzy,2.15,2019,3.4,FHH
6uhu,2.8,2019,3.4,Q7V
2v2c,1.89,2008,3.41,PGA
3nba,2.68,2010,3.41,APC
4yas,2.0,1999,3.41,CLX
6byk,3.0,2018,3.41,12-mer
6ce8,1.55,2018,3.41,EYV
6m7i,1.7,2019,3.41,J84
6pht,1.8,2019,3.41,OKP
1hyz,2.3,2001,3.42,TTO
2qtn,2.4,2008,3.42,NCN
2sim,1.6,1994,3.42,DAN
2w08,1.7,2009,3.42,TPO
3iob,1.8,2009,3.42,A4D
3kqp,2.4,2010,3.42,ES5
3muk,1.75,2010,3.42,8-mer
3px9,1.89,2011,3.42,JP3
4c71,1.8,2013,3.42,7RD
4d8a,2.18,2012,3.42,0HY
4llj,1.56,2014,3.42,1XN
4mi9,1.85,2014,3.42,26W
4n8q,2.08,2014,3.42,FA0
5i38,2.6,2016,3.42,KOJ
5yij,3.18,2018,3.42,NAI
1kti,1.97,2002,3.43,AZC
1ywi,,2005,3.43,10-mer
2c57,3.1,2006,3.43,FA1
2wig,2.15,2009,3.43,TC3
2xog,1.72,2011,3.43,SFB
3axz,2.25,2011,3.43,ADN
3ms7,1.95,2011,3.43,22S
4k67,2.7,2013,3.43,3-mer
4kw6,3.0,2013,3.43,QDO
5aqv,1.75,2016,3.43,KC7
5ehg,2.02,2016,3.43,5O0
5osl,1.95,2018,3.43,A9K
2xp5,1.9,2011,3.44,4FF
3as2,1.8,2011,3.44,POY
4b4n,1.81,2012,3.44,15-mer
4umc,2.34,2014,3.44,PEQ
5wi0,2.05,2018,3.44,AQ1
6exs,2.5,2018,3.44,C3H
6mdq,2.15,2018,3.44,TES
3nik,1.85,2010,3.45,4-mer
4c6z,1.8,2013,3.45,TLE
5ory,1.99,2017,3.45,AY4
1moq,1.57,1998,3.46,GLP
1t48,2.2,2004,3.46,BB3
1wcc,2.2,2005,3.46,CIG
2wi2,2.09,2009,3.46,ZZ3
2wi3,1.9,2009,3.46,ZZ3
3blu,2.0,2008,3.46,PVS
3dla,2.35,2009,3.46,NXX
3muz,1.9,2011,3.46,IPT
3nil,1.75,2010,3.46,4-mer
3nuy,2.1,2011,3.46,JPZ
4bhf,2.05,2014,3.46,MZT
4gby,2.81,2012,3.46,XYP
4k5p,1.85,2013,3.46,1OS
4nrq,2.5,2014,3.46,PD2
4qp6,3.1,2015,3.46,36N
4tz2,1.7,2014,3.46,39R
5qal,1.95,2018,3.46,TVZ
6hgr,1.52,2019,3.46,IMP
6phz,2.0,2019,3.46,FKS
6q4e,1.06,2019,3.46,HH5
3mtd,2.1,2011,3.47,25E
3nf7,1.8,2011,3.47,CIW
3ta0,2.3,2011,3.47,ATP
4d2d,2.52,2014,3.47,3-mer
4epy,1.8,2012,3.47,0QY
4h42,2.01,2013,3.47,11E
5ai4,1.93,2015,3.47,4VY
5ma7,1.3,2017,3.47,7K0
6pvz,1.99,2019,3.47,OZM
1osv,2.5,2004,3.48,13-mer
1tsi,2.84,1994,3.48,4PB
2c90,2.25,2006,3.48,C1M
2f10,2.9,2006,3.48,BCZ
2p3i,1.75,2008,3.48,MNA
3d9m,1.75,2008,3.48,14-mer
3g1d,1.5,2009,3.48,U
3gx0,2.3,2009,3.48,GDS
3nyd,1.23,2011,3.48,3NY
4k7n,2.3,2014,3.48,MCT
5eh7,1.43,2016,3.48,5O5
5fni,1.6,2016,3.48,YIH
5qaj,2.0,2018,3.48,VBC
5xg5,1.54,2017,3.48,A2G
5z9e,1.8,2018,3.48,27K
5zlf,2.85,2019,3.48,B29
1c5o,1.9,2000,3.49,BAM
1gzc,1.58,2002,3.49,LAT
1pzj,1.46,2004,3.49,15B
1utn,1.15,2004,3.49,ABN
2ggx,1.9,2006,3.49,NPJ
2qcf,1.22,2007,3.49,5FU
3d1v,2.7,2009,3.49,D1V
4avs,1.4,2013,3.49,N7P
4b5s,1.68,2012,3.49,PYR
4nyj,2.85,2014,3.49,2PZ
5ak6,2.15,2015,3.49,YPN
5eok,2.8,2016,3.49,9-mer
5fnd,2.0,2016,3.49,IQ5
5i25,2.85,2016,3.49,8-mer
5ybi,2.27,2018,3.49,ANP
6b0v,1.29,2018,3.49,C8G
6d9x,1.83,2018,3.49,FZM
6poi,1.77,2019,3.49,OVS
3fcl,1.7,2009,3.5,3FL
4i7p,1.6,2013,3.5,ES3
4n3w,1.9,2014,3.5,15-mer
4wey,1.55,2015,3.5,EG6
6gbe,,2018,3.5,12-mer
1gz9,1.7,2002,3.51,FUC-LAT
2ohm,2.7,2007,3.51,8AP
2r0h,1.9,2008,3.51,CTO
3nus,2.75,2011,3.51,JNZ
4lpf,2.3,2013,3.51,3TR
5aqt,1.9,2016,3.51,5P7
5cp9,1.9,2015,3.51,6O5
5dtt,2.1,2016,3.51,5F5
5h1u,1.9,2017,3.51,6KT
5m4q,1.73,2017,3.51,PRO
5mby,1.55,2017,3.51,PRO
5orx,1.88,2017,3.51,A6H
5qaf,2.15,2018,3.51,S1D
1imx,1.82,2001,3.52,CPQ
1jys,1.9,2002,3.52,ADE
1o4d,1.85,2004,3.52,262
1o4f,2.0,2004,3.52,790
1ysg,,2005,3.52,4FC
2fyv,1.9,2006,3.52,W72
2j27,1.15,2007,3.52,PGA
2vw1,2.39,2008,3.52,DAN
3c14,2.68,2009,3.52,POP
3lcu,2.1,2010,3.52,SAH
3mfw,1.47,2010,3.52,B3U
3qw6,1.6,2012,3.52,5-mer
3tf7,2.75,2011,3.52,9-mer
3zlv,2.5,2013,3.52,HI6
3zly,2.11,2013,3.52,YSO
4c70,1.75,2013,3.52,TLJ
4eky,2.45,2012,3.52,D1J
4g93,4.2,2013,3.52,0YP
4hv7,1.87,2012,3.52,19J
4mrz,1.58,2014,3.52,2ZV
4oyo,1.75,2014,3.52,1WC
4y5i,1.4,2016,3.52,9-mer
5mod,2.08,2017,3.52,86L
5ok3,1.59,2018,3.52,18-mer
5qa5,1.95,2018,3.52,L5D
5vfn,2.39,2017,3.52,HCI
6eji,2.3,2018,3.52,UD2
6g25,1.43,2019,3.52,EHQ
2b4m,2.8,2006,3.53,PBE
2y67,1.85,2011,3.53,N21
3avf,1.7,2012,3.53,8-mer
3h06,2.8,2009,3.53,VBP
3nf6,1.9,2011,3.53,IMV
4eh3,2.4,2012,3.53,NAR
4nmr,1.55,2014,3.53,10-mer
4orx,1.6,2014,3.53,PEU
4ory,1.8,2014,3.53,PEU
185l,1.8,1995,3.54,IND
1vjd,1.9,2004,3.54,ATP
2jbv,1.86,2007,3.54,FAO
2o9v,1.63,2007,3.54,10-mer
3blt,2.2,2009,3.54,PSY
3bm8,2.7,2008,3.54,PSY
3nf9,1.95,2011,3.54,CD9
3obq,1.4,2010,3.54,9-mer
4gng,1.73,2013,3.54,15-mer
5ggk,1.3,2016,3.54,MBE
5qaq,2.4,2018,3.54,S1C
5v2l,2.1,2017,3.54,ATP
6f5u,2.07,2018,3.54,CQN
1v2r,1.7,2004,3.55,ANH
2ay3,2.4,1999,3.55,MPP
2cle,1.5,2007,3.55,F6F
2clf,1.7,2007,3.55,F6F
2clm,1.51,2007,3.55,F6F
2hwg,2.7,2006,3.55,OXL
2n7b,,2016,3.55,4-mer
2qwc,1.6,1998,3.55,DAN
2xah,3.1,2010,3.55,3PL
3pjg,2.7,2011,3.55,UGA
3qvu,2.5,2011,3.55,NPO
4aji,1.93,2012,3.55,88R
4k3m,1.85,2013,3.55,5-mer
4mjr,1.62,2013,3.55,0LA
4n98,1.7,2013,3.55,4FC
4nym,3.55,2014,3.55,RND
5av0,1.85,2015,3.55,47X
5btx,2.1,2015,3.55,CMP
5dts,1.94,2016,3.55,5F8
5dva,2.5,2016,3.55,5FL
5fpk,1.34,2016,3.55,6-mer
5l8t,1.85,2016,3.55,6RR
5vkm,2.2,2017,3.55,2-mer
6fn9,2.27,2018,3.55,DW8
6knh,1.76,2019,3.55,CIT
2hrm,1.7,2007,3.56,UC5
2lsp,,2012,3.56,13-mer
2ycm,1.8,2011,3.56,30A
4joe,1.14,2014,3.56,10-mer
6ccl,1.77,2018,3.56,EXG
1h46,1.52,2003,3.57,RNP
1jwm,2.7,2003,3.57,13-mer
1np0,2.5,2003,3.57,NGT
2l1r,,2010,3.57,SXK
2rly,,2007,3.57,8-mer
3ej5,2.5,2009,3.57,EJ5
3ff3,1.37,2009,3.57,GLU
4abg,1.52,2012,3.57,91B
4ck3,1.79,2014,3.57,K1T
4ibb,1.75,2014,3.57,1DK
4q8x,1.55,2015,3.57,7FH
4xm7,2.7,2015,3.57,41S
5a7b,1.4,2015,3.57,KMN
5csh,1.59,2016,3.57,54E
5enf,1.37,2016,3.57,5Q7
5jz9,2.68,2017,3.57,6OR
5wpb,1.55,2017,3.57,B8P
1vjc,2.1,2004,3.58,ATP
3dx1,1.21,2009,3.58,YHO
4g19,2.0,2012,3.58,GSH
4y63,1.3,2015,3.58,48O
5q1g,2.0,2017,3.58,9NM
5ual,3.89,2017,3.58,RFP
6gjm,1.35,2018,3.58,L36
